"NUM";"TITLE";"PRICE";"SALEPRICE";"SALEPER";"DESCRIPTION";"IMGDATA";"GAMEIMG";"URL";"VARIA"
1;"Risk of Rain Returns";"₩ 16,500";"₩ 14,020";"-15%";"섬세한 디자인과 눈이 즐거운 리마스터링 각종 새로운 플레이 방식으로 무장한 사상 최고의 Risk of Rain이 돌아왔습니다 개성 넘치는 전리품 조합 새로운 생존자로 보강된 게임성 완전히 개편된 멀티플레이어 Risk of Rain 2에서 사랑받았던 콘텐츠 등 상징적인 로그라이크의 세계로 뛰어드세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1337520/header.jpg?t=1699546769";"https://cdn.cloudflare.steamstatic.com/steam/apps/1337520/ss_d2d457ccd93e9c59b9fe5fe37bd2b85bfcf5f8e4.1920x1080.jpg?t=1699546769";"https://store.steampowered.com/app/1337520/Risk_of_Rain_Returns?snr=1_2300_4__salebrowseall";1
2;"산나비";"₩ 15,500";"₩ 12,400";"-20%";"기계팔로 무장한 퇴역 군인은 초거대 재벌의 부패한 사유 도시를 오릅니다 도시에 숨겨진 비밀을 밝혀내기 위해 그리고 산나비를 찾아내 복수하기 위해 사이버펑크 디스토피아를 배경으로 펼쳐지는 역동적이고 스타일리쉬한 2D 사슬 액션 어드벤처 플랫포머 게임 산나비입니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/1562700/header_koreana.jpg?t=1699513185";"https://cdn.cloudflare.steamstatic.com/steam/apps/1562700/ss_9309623510d853bf750877457f863e45eb7c6cbe.1920x1080.jpg?t=1699513185";"https://store.steampowered.com/app/1562700/?snr=1_2300_4__salebrowseall";1
3;"Crusader Kings III";"₩ 52,000";"₩ 26,000";"-50%";"사랑하고 싸우고 계략을 세우고 위대함을 쟁취하세요 Crusader Kings III의 마구 뻗어 나가는 대전략 게임에서 귀족 가문의 유산을 결정하세요 풍부하고 개성 넘치는 중세 시대 시뮬레이션 속 왕조 혈통을 이어나가는 이곳에서 죽음은 단지 시작일 뿐입니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/1158310/header.jpg?t=1699549461";"https://cdn.cloudflare.steamstatic.com/steam/apps/1158310/ss_950a6f6dc67f521877345db6d2c0cebb27ddc528.1920x1080.jpg?t=1699549461";"https://store.steampowered.com/app/1158310/Crusader_Kings_III?snr=1_2300_4__salebrowseall";1
4;"Mount & Blade II: Bannerlord";"₩ 60,000";"₩ 42,000";"-30%";"본 게임은 전략액션 RPG입니다 캐릭터를 생성하고 외교에 참여하고 제작 거래를 하고 방대한 중세풍의 샌드박스에서 새로운 땅을 정복하십시오 군대를 일으켜 전쟁에 뛰어들고 깊이가 있으나 직관적인 실력 기반의 전투 시스템을 채용한 대규모 실시간 전투에서 자신의 부대에 명령을 내리고 함께 싸우십시오";"https://cdn.cloudflare.steamstatic.com/steam/apps/261550/header.jpg?t=1671213711";"https://cdn.cloudflare.steamstatic.com/steam/apps/261550/ss_569257e92fd31d58a6fe08053de637071b4518d3.1920x1080.jpg?t=1671213711";"https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord?snr=1_2300_4__salebrowseall";1
5;"Cuisineer";"₩ 27,000";"₩ 24,300";"-10%";"귀염뽀짝하고 맛있는 로그라이트 풍의 던전 크롤러 게임임 푸릇푸릇한 세계를 탐험하고 믿음직한 주걱과 보바티로 몬스터를 물리치고 맛있는 재료를 가져와 레스토랑에서 요리하고 서빙하세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1963570/header.jpg?t=1699624706";"https://cdn.cloudflare.steamstatic.com/steam/apps/1963570/ss_e4e595753c80c7ca52e2ee2539a4a20547091f9d.1920x1080.jpg?t=1699624706";"https://store.steampowered.com/app/1963570/Cuisineer?snr=1_2300_4__salebrowseall";1
6;"EZ2ON REBOOT : R";"₩ 44,800";"₩ 29,120";"-35%";"모두가 함께 즐기는 리듬 게임 EZ2ON REBOOT  R  유명 리듬게임 프랜차이즈인 EZ2ON의 최신작을 Steam에서 즐길 수 있습니다 시리즈를 총망라하는 게임 속의 명곡들과 새로운 감각의 콘텐츠들을 플레이하며 EZ2ON만의 즐거움에 빠져보세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1477590/header.jpg?t=1688723905";"https://cdn.cloudflare.steamstatic.com/steam/apps/1477590/ss_bd0b9e6a48c44ce7abbb1220544424c024ea475f.1920x1080.jpg?t=1688723905";"https://store.steampowered.com/app/1477590/EZ2ON_REBOOT__R?snr=1_2300_4__salebrowseall";1
7;"Ratopia";"₩ 22,500";"₩ 20,250";"-10%";"경제 전략 서바이벌 샌드박스 도시 건설 시뮬레이션 게임의 조합 거대한 규모와 다양한 콘텐츠로 가득 찬 시뮬레이션 게임입니다 자신만의 지속 가능한 경제를 설계하여 이상적인 래토피아를 건설하세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/2244130/header.jpg?t=1699406768";"https://cdn.cloudflare.steamstatic.com/steam/apps/2244130/ss_b916c5f7afcd8f260ce18ef4511d14e714f8cc20.1920x1080.jpg?t=1699406768";"https://store.steampowered.com/app/2244130/Ratopia?snr=1_2300_4__salebrowseall";1
8;"Overcooked! 2";"₩ 26,000";"₩ 6,500";"-75%";"혼란스러운 요리 액션으로 가득한 Overcooked가 돌아왔습니다 양파 왕국으로 돌아가는 여행을 떠나세요 클래식 협동 또는 온라인 플레이에서 셰프 팀을 만들어서 최대 4명까지 플레이하세요 앞치마를 준비하세요 다시 세상을 구할 때가 되었습니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/728880/header.jpg?t=1670442579";"https://cdn.cloudflare.steamstatic.com/steam/apps/728880/ss_2f84a12e1fe82cca37848bf29d4b8b16e83db03b.1920x1080.jpg?t=1670442579";"https://store.steampowered.com/app/728880/Overcooked_2?snr=1_2300_4__salebrowseall";1
9;"타이니 티나의 원더랜드";"₩ 65,000";"₩ 16,250";"-75%";"기발하고도 놀라우며 초강력 무기로 가득한 전설적인 모험을 떠나세요 여러분만의 멀티클래스 영웅을 만들어 쏘고 베고 줍고 발사하며 포악한 용의 군주를 막는 퀘스트를 진행하세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1286680/header.jpg?t=1682006912";"https://cdn.cloudflare.steamstatic.com/steam/apps/1286680/ss_e7499467fb6dbff279fdffd96ec380b157c5791a.1920x1080.jpg?t=1682006912";"https://store.steampowered.com/app/1286680/?snr=1_2300_4__salebrowseall";1
10;"방 탈출 시뮬레이터";"₩ 16,500";"₩ 12,370";"-25%";"Escape Simulator는 단독 또는 온라인 협동 플레이가 가능한 1인칭 퍼즐 게임입니다 점점 더 많아지는 고도의 상호 작용이 가능한 방탈출 세트를 탐험하세요 가구를 옮기고 모든 것을 집어 들고 검사하고 냄비를 부수고 자물쇠를 부수세요 레벨 편집기를 통해 커뮤니티가 만든 방을 지원합니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/1435790/header.jpg?t=1694095488";"https://cdn.cloudflare.steamstatic.com/steam/apps/1435790/ss_fd3f54b512086b2d4467f2a2c013071f05363df9.1920x1080.jpg?t=1694095488";"https://store.steampowered.com/app/1435790/?snr=1_2300_4__salebrowseall";1
11;"스트롱홀드: 결정판";"₩ 16,500";"₩ 14,850";"-10%";"안녕하세요 영주님 당신의 요새가 당신을 기다립니다 성 경제를 구축하고 흉악한 악당을 포위하고 모든 것이 시작된 성 시뮬레이션의 근본으로 돌아가세요 업그레이드된 비주얼 현대화된 게임 플레이 Steam 멀티플레이어 및 새로운 캠페인과 함께 이 클래식 RTS를 경험하세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/2140020/header.jpg?t=1699551481";"https://cdn.cloudflare.steamstatic.com/steam/apps/2140020/ss_3bee83567f315cf4eb280e0b90abd53aef6a0ff1.1920x1080.jpg?t=1699551481";"https://store.steampowered.com/app/2140020/?snr=1_2300_4__salebrowseall";1
12;"Deep Rock Galactic";"₩ 31,000";"₩ 10,230";"-67%";"딥 락 갤럭틱은 14인의 플레이어가 협동하는 FPS 게임으로 상남자 우주 드워프 원한다면 모두 부숴버릴 수 있는 맵 환경 랜덤으로 생성되는 동굴 지형 그리고 끊임없이 등장하는 외계 몬스터 떼가 특징입니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/548430/header.jpg?t=1698750104";"https://cdn.cloudflare.steamstatic.com/steam/apps/548430/ss_85ec5139bf4f02041c75f47915ab3c852715fe46.1920x1080.jpg?t=1698750104";"https://store.steampowered.com/app/548430/Deep_Rock_Galactic?snr=1_2300_4__salebrowseall";1
13;"Tricky Towers";"₩ 16,500";"₩ 4,950";"-70%";"화려한 로브를 입고 마법의 힘을 이용해 Tricky Towers를 쌓을 시간입니다 동화의 세계에서 벽돌을 멋지게 쌓아 봅시다 누가 쌓은 탑이 가장 튼튼할까요 쌓은 벽돌이 무너지지 않게 마법을 걸고 탑을 파괴하려는 흑마법을 막아내세요 친구와 함께 게임하고 영광의 이름을 드높이세요 광란의 물리학 기반 게임을 다함께 즐겨요";"https://cdn.cloudflare.steamstatic.com/steam/apps/437920/header.jpg?t=1667418184";"https://cdn.cloudflare.steamstatic.com/steam/apps/437920/ss_c6b902a57834cf3d86ac3298671590e4d6800ead.1920x1080.jpg?t=1667418184";"https://store.steampowered.com/app/437920/Tricky_Towers?snr=1_2300_4__salebrowseall";1
14;"Watch_Dogs® 2";"₩ 65,000";"₩ 9,750";"-85%";"샌프란시스코에 오신 걸 환영합니다 뛰어난 젊은 해커인 마르쿠스로 플레이해 악명 높은 해커 그룹인 DedSec에 합류하세요 당신의 목표는 역사상 최대 해킹을 감행하는 것입니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/447040/header.jpg?t=1692817739";"https://cdn.cloudflare.steamstatic.com/steam/apps/447040/ss_8071f719fea2d45baa805449ec550395db700118.1920x1080.jpg?t=1692817739";"https://store.steampowered.com/app/447040/Watch_Dogs_2?snr=1_2300_4__salebrowseall";1
15;"Watch Dogs®: Legion";"₩ 65,000";"₩ 9,750";"-85%";"Watch Dogs Legion에서는 레지스탕스를 결성하고 몰락하기 직전인 근미래의 런던을 되찾아야 합니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/2239550/header.jpg?t=1692817793";"https://cdn.cloudflare.steamstatic.com/steam/apps/2239550/ss_34defa8d443c27fd4c925b37841e4d3f8c08895b.1920x1080.jpg?t=1692817793";"https://store.steampowered.com/app/2239550/Watch_Dogs_Legion?snr=1_2300_4__salebrowseall";1
16;"Stranded: Alien Dawn";"₩ 37,500";"₩ 26,250";"-30%";"행성 생존 시뮬레이션 게임 스트랜디드 에일리언 던에서 신세계에 용감히 맞서 보세요 소수의 조난자 집단의 운명이 여러분의 손에 달려 있습니다 매력적이고 몰입감 넘치는 전략적 게임 플레이를 통해 나만의 이야기를 만들어 나가세요 여러분은 생존자들을 지키기 위해 중대한 결정을 내려야 합니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/1324130/header_alt_assets_5_koreana.jpg?t=1699365820";"https://cdn.cloudflare.steamstatic.com/steam/apps/1324130/ss_5470a6be5e662ccfe2a9146cb1a80d1d8927983b.1920x1080.jpg?t=1699365820";"https://store.steampowered.com/app/1324130/Stranded_Alien_Dawn?snr=1_2300_4__salebrowseall";1
17;"Crusader Kings III: Tours & Tournaments";"₩ 31,000";"₩ 24,800";"-20%";"";"https://cdn.cloudflare.steamstatic.com/steam/apps/2311920/header.jpg?t=1699549638";"https://cdn.cloudflare.steamstatic.com/steam/apps/2311920/ss_b0c7e8f9ad6fd4c2c3c58dfb624aea54a9372658.1920x1080.jpg?t=1699549638";"https://store.steampowered.com/app/2311920/Crusader_Kings_III_Tours__Tournaments?snr=1_2300_4__salebrowseall";1
18;"F1® 23";"₩ 77,000";"₩ 30,800";"-60%";"2023 FIA Formula One World Championship의 공식 비디오 게임인 EA SPORTS F1 23에서 가장 마지막에 브레이크를 밟으세요 스릴 넘치는 Braking Point 스토리 모드의 신규 챕터는 빠른 속도로 전개되는 드라마와 화끈한 라이벌 관계로 가득합니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/2108330/header.jpg?t=1699492184";"https://cdn.cloudflare.steamstatic.com/steam/apps/2108330/ss_777085a701f67a925efad99e26786760d0c6157a.1920x1080.jpg?t=1699492184";"https://store.steampowered.com/app/2108330/F1_23?snr=1_2300_4__salebrowseall";1
19;"Chants of Sennaar";"₩ 22,800";"₩ 18,240";"-20%";"전설에 따르면 어느 날 한 나그네가 나타나 서로 소통하지 못하는 탑의 민족들을 다시 하나로 만들어 준다고 합니다 바벨탑 신화를 바탕으로 하는 흥미로운 세계관에서 주위를 관찰하고 귀를 기울이며 각종 고대 언어를 해독하세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1931770/header.jpg?t=1695809281";"https://cdn.cloudflare.steamstatic.com/steam/apps/1931770/ss_0461966d2cf288b631165c5e1e00399483bb52c7.1920x1080.jpg?t=1695809281";"https://store.steampowered.com/app/1931770/Chants_of_Sennaar?snr=1_2300_4__salebrowseall";1
20;"진격의거인２";"₩ 64,800";"₩ 32,400";"-50%";"대인기 애니메이션진격의 거인세계를 원작으로 한 택티컬 헌팅 액션 게임진격의 거인시리즈 최신작";"https://cdn.cloudflare.steamstatic.com/steam/apps/601050/header_koreana.jpg?t=1682557239";"https://cdn.cloudflare.steamstatic.com/steam/apps/601050/ss_7aa74a282870c8f01d6dd5d8144c01c33b12f023.1920x1080.jpg?t=1682557239";"https://store.steampowered.com/app/601050/?snr=1_2300_4__salebrowseall";1
21;"Age of Wonders 4";"₩ 52,000";"₩ 36,400";"-30%";"나만의 판타지 세계를 지배하라 4X 전략과 턴제 전술 전투를 합친 Age of Wonders의 시스템과 함께 새 마법 세계를 탐험하세요 턴을 진행하는 동안 제국을 확장하며 자신의 세력을 양성하고 변모시켜야 합니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/1669000/header_alt_assets_0.jpg?t=1699439842";"https://cdn.cloudflare.steamstatic.com/steam/apps/1669000/ss_6722c1eb0a4162a1bf7f3e4d200595f8e895b780.1920x1080.jpg?t=1699439842";"https://store.steampowered.com/app/1669000/Age_of_Wonders_4?snr=1_2300_4__salebrowseall";1
22;"Trepang2";"₩ 34,800";"₩ 23,320";"-33%";"Trepang2의 상징적인 악당이 되어보세요 머나먼 미래를 배경으로 한 액션이 가득한 FPS 장르의 게임입니다 잔인하고 정신없이 펼쳐지는 전투 속에서 적에게 지옥을 보여주고 쏟아지는 총알을 피해 보세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1164940/header.jpg?t=1698330757";"https://cdn.cloudflare.steamstatic.com/steam/apps/1164940/ss_9dca9067d70b90938bc70006b6adcfdab90d3654.1920x1080.jpg?t=1698330757";"https://store.steampowered.com/app/1164940/Trepang2?snr=1_2300_4__salebrowseall";1
23;"TEKKEN 7";"₩ 119,800";"₩ 23,960";"-80%";"미시마 일가의 길고 긴 전설적인 싸움에 끝을 맺는다 Unreal Engine 4로 개발되어 유명 격투 게임 철권이 더욱 충실한 스토리와 영화같은 연출 그리고 긴장감 넘치는 배틀로 친구나 다른 게이머들과 즐길 수 있는 게임으로 돌아옵니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/389730/header.jpg?t=1676876387";"https://cdn.cloudflare.steamstatic.com/steam/apps/389730/ss_d92a558644ad60ae5814fc4d2bbaebc5abf62fa3.1920x1080.jpg?t=1676876387";"https://store.steampowered.com/app/389730/TEKKEN_7?snr=1_2300_4__salebrowseall";1
24;"삼국지13";"₩ 63,800";"₩ 19,140";"-70%";"삼국지13은 이것이야말로 삼국지 백화요란의 영걸극을 컨셉으로 전 무장 플레이를 통한 영걸들의 인간 드라마 장대한 전투를 재현한 스펙타클 전투 광활한 중국 대륙을 풀 3D로 표현한 역동성을 통해 지금 이상으로 삼국지의 세계를 체험할 수 있는 작품입니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/363150/header_koreana.jpg?t=1695974497";"https://cdn.cloudflare.steamstatic.com/steam/apps/363150/ss_7cccb67b2a44ca2aa599eff4cdd886ffb7b835f8.1920x1080.jpg?t=1695974497";"https://store.steampowered.com/app/363150/13?snr=1_2300_4__salebrowseall";1
25;"마피아 데피니티브 에디션";"₩ 45,000";"₩ 11,250";"-75%";"우연히 마피아와 마주친 택시 운전사 토미 안젤로는 망설임을 안고 범죄 조직의 세계에 발을 들입니다 살리에리 패밀리와 손을 잡는 것은 불편한 일이었지만 그 보상의 유혹은 무시하기에는 너무 달콤했습니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/1030840/header.jpg?t=1632420251";"https://cdn.cloudflare.steamstatic.com/steam/apps/1030840/ss_f531c551d9794deafc1e45421b70e8d4c254aaca.1920x1080.jpg?t=1632420251";"https://store.steampowered.com/app/1030840/?snr=1_2300_4__salebrowseall";1
26;"보더랜드 3";"₩ 64,900";"₩ 9,730";"-85%";"무진장 많은 총기와 정신없는 새로운 모험으로 가득한 오리지널 슈팅 파밍 게임이 돌아왔습니다 특색 있는 스킬 트리 능력 커스터마이징을 즐길 수 있는 4인의 신규 볼트 헌터 중 하나가 되어 새로운 지역을 탐험하며 적을 쓰러뜨려 보세요 혼자서 또는 친구와 함께 미쳐 날뛰는 적들을 상대하며 아이템을 파밍하고 전 우주에서 자비심 없기로 둘째가라면 서러운 사이비 교주로부터 고향을 지켜야 합니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/397540/header.jpg?t=1693524259";"https://cdn.cloudflare.steamstatic.com/steam/apps/397540/ss_9868ee40f39749a4c8222502cf86525ee32c1bef.1920x1080.jpg?t=1693524259";"https://store.steampowered.com/app/397540/_3?snr=1_2300_4__salebrowseall";1
27;"Blasphemous";"₩ 26,000";"₩ 6,500";"-75%";"Blasphemous는 Cvstodia 세계의 악몽 속에서 숙련된 핵 앤 슬레시 전투를 펼치는 잔혹한 액션 플랫폼 게임입니다 탐험하면서 능력을 업그레이드하고 여러분의 앞을 가로막는 수많은 적들에게 참혹한 처형을 내리고 영겁의 지옥을 파괴하세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/774361/header.jpg?t=1694433820";"https://cdn.cloudflare.steamstatic.com/steam/apps/774361/ss_770720a3db9408ae7ae6625ba157bfb9195a3a68.1920x1080.jpg?t=1694433820";"https://store.steampowered.com/app/774361/Blasphemous?snr=1_2300_4__salebrowseall";1
28;"Europa Universalis IV";"₩ 43,000";"₩ 12,900";"-70%";"Europa Universalis IV에서는 격동의 4세기 동안 하나의 국가를 통치할 수 있습니다 비교할 수 없는 자유도 깊이 있는 스토리 정확한 역사적 고증을 즐기며 국토를 다스리고 세계를 정복하세요 세계 역사를 새롭게 쓰며 시대를 풍미할 제국을 만드세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/236850/header.jpg?t=1699451323";"https://cdn.cloudflare.steamstatic.com/steam/apps/236850/ss_505866198168d5ebaf3b4b76caeca2ee55883786.1920x1080.jpg?t=1699451323";"https://store.steampowered.com/app/236850/Europa_Universalis_IV?snr=1_2300_4__salebrowseall";1
29;"Phoenix Wright: Ace Attorney Trilogy";"₩ 32,000";"₩ 10,560";"-67%";"법정을 무대로 뜨거운 배틀이 펼쳐지는 어드벤쳐 게임 플레이어는 변호사 나루호도 류이치가 되어 무고한 의뢰인을 위해 재판에 도전한다 본작은 시리즈의 원점인역전재판 소생하는 역전역전재판 2역전재판 3의 세 작품의 전14화를 그래픽을 파워업해 1개에 수록  한국어 자막은 출시 후 패치를 통해 전달 예정입니다";"https://cdn.cloudflare.steamstatic.com/steam/apps/787480/header.jpg?t=1669873859";"https://cdn.cloudflare.steamstatic.com/steam/apps/787480/ss_b7e6e92dd87430750fb84ae3fede6630143f95ef.1920x1080.jpg?t=1669873859";"https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy?snr=1_2300_4__salebrowseall";1
30;"Taboo Trial";"₩ 16,000";"₩ 12,800";"-20%";"In the rogue action game Taboo Trial you will play as a young female warrior from the Norse mythology who can transform into multiple cute and sexy female warriors In the visually stunning 3D world you will use your combat skills to uncover the truth behind the Twilight of the Gods";"https://cdn.cloudflare.steamstatic.com/steam/apps/2455060/header.jpg?t=1699582555";"https://cdn.cloudflare.steamstatic.com/steam/apps/2455060/ss_39026b34bb1a6c82a17783920417b3b69c00f2be.1920x1080.jpg?t=1699582555";"https://store.steampowered.com/app/2455060/Taboo_Trial?snr=1_2300_4__salebrowseall";1
31;"Ship of Fools";"₩ 24,750";"₩ 12,370";"-50%";"Ship of Fools는 바다에서 항해하며 즐기는 로그라이트 게임입니다 폭풍우가 몰아치는 열도의 바다를 항해하며 대포를 조종하고 바다 괴물을 상대해보세요 여러분은 재앙을 막아설 정도의 용감함을 가지고 계신가요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1286580/header_alt_assets_1.jpg?t=1699521741";"https://cdn.cloudflare.steamstatic.com/steam/apps/1286580/ss_f1fd6422f8e242591fd155fa599f2062fe7fa155.1920x1080.jpg?t=1699521741";"https://store.steampowered.com/app/1286580/Ship_of_Fools?snr=1_2300_4__salebrowseall";1
32;"Wandering Sword";"₩ 27,000";"₩ 24,300";"-10%";"Wandering Sword is a Chinese martialarts RPG where you play a young swordsman caught up in a feud and nearly dies Escaping the event puts you on the path of pursuing the highest form of martial arts and exploring the pugilistic world to become the great hero you are always destined to be";"https://cdn.cloudflare.steamstatic.com/steam/apps/1876890/header.jpg?t=1699330457";"https://cdn.cloudflare.steamstatic.com/steam/apps/1876890/ss_77761e6f8ed0036ec60088a6cf980228e1b36f78.1920x1080.jpg?t=1699330457";"https://store.steampowered.com/app/1876890/Wandering_Sword?snr=1_2300_4__salebrowseall";1
33;"Roboquest";"₩ 30,000";"₩ 24,000";"-20%";"로보퀘스트는 멸망한 미래 세계의 빠른 FPS 로그라이트입니다 당신은 재부팅된 수호자로 강철 궁둥짝을 걷어 찰 준비를 하세요 혼자서 혹은 친구와 함께 맞서거나 끊임없이 변화하는 환경에서 치명적인 로봇 군단을 섬멸하세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/692890/header.jpg?t=1699371744";"https://cdn.cloudflare.steamstatic.com/steam/apps/692890/ss_0b34034d8b95672f3b7a61a7e96b1050a750539a.1920x1080.jpg?t=1699371744";"https://store.steampowered.com/app/692890/Roboquest?snr=1_2300_4__salebrowseall";1
34;"라이자의 아틀리에3 ~종극의 연금술사와 비밀의 열쇠~";"₩ 69,800";"₩ 48,860";"-30%";"마지막 여름 최후의 비밀 라이자 일행의 마지막 여름의 모험이 드디어 시작된다";"https://cdn.cloudflare.steamstatic.com/steam/apps/1999770/header_koreana.jpg?t=1695968333";"https://cdn.cloudflare.steamstatic.com/steam/apps/1999770/ss_8fc33edd37e706cb208eacbe51553fe884b7ab76.1920x1080.jpg?t=1695968333";"https://store.steampowered.com/app/1999770/_3?snr=1_2300_4__salebrowseall";1
35;"카드 서바이벌: 열대 섬";"₩ 26,000";"₩ 18,200";"-30%";"카드 서바이벌은 카드 기반의 생존 게임입니다 무인도에 표류된 당신은 기지와 기술을 활용하여 생존해야 합니다 카드를 사용하고 조합하여 탐색하고 자원을 모으고 다양한 도구를 제작해 보세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1694420/header.jpg?t=1693667960";"https://cdn.cloudflare.steamstatic.com/steam/apps/1694420/ss_105e8034aa4b7f428ea8d00bf97f7fa5cd3fbf45.1920x1080.jpg?t=1693667960";"https://store.steampowered.com/app/1694420/?snr=1_2300_4__salebrowseall";1
36;"Peglin";"₩ 20,500";"₩ 15,370";"-25%";"페글린은 파칭코 로그라이크 게임입니다 특별한 오브를 모으고 페그를 터뜨려 데미지를 딜하면서 적을 쓰러뜨려 보세요 게임을 완전히 바꿔놓을 수 있는 특별한 유물들을 모으시고 매번 다른 런을 경험해 보세요 조준을 잘 해서 이 독특한 턴베이스 RPG에서 살아남아 보세요";"https://cdn.cloudflare.steamstatic.com/steam/apps/1296610/header.jpg?t=1695373369";"https://cdn.cloudflare.steamstatic.com/steam/apps/1296610/ss_470ec342d7158bd1ff88319ce81e48b45fdb8ba8.1920x1080.jpg?t=1695373369";"https://store.steampowered.com/app/1296610/Peglin?snr=1_2300_4__salebrowseall";1
37;"They Are Billions";"₩ 31,000";"₩ 27,900";"-10%";"They Are Billions는 세계 종말 후의 행성에서 펼쳐지는 스팀펑크 전략 게임입니다 얼마 남지 않은 인류를 몰살시키려는 수십억 명의 감염자들에 맞서 생존하기 위해 식민지를 건설하고 방어하십시오 좀비 종말 이후 인류의 운명은";"https://cdn.cloudflare.steamstatic.com/steam/apps/644930/header.jpg?t=1595631876";"https://cdn.cloudflare.steamstatic.com/steam/apps/644930/ss_6df3b09ed1be7b6e7d3db4d89cddba9709c3cf1e.1920x1080.jpg?t=1595631876";"https://store.steampowered.com/app/644930/They_Are_Billions?snr=1_2300_4__salebrowseall";1
38;"드래곤볼 Z 카카로트";"₩ 79,800";"₩ 18,350";"-77%";"드래곤볼 Z 카카로트에서 오공과 Z 전사들의 이야기를 체험하라 원작의 장대한 전투는 물론 오공 오반 베지터와 다른 캐릭터들과 함께 싸우고 낚시하고 먹고 훈련하며 드래곤볼 Z의 세계에서 살아가자";"https://cdn.cloudflare.steamstatic.com/steam/apps/851850/header.jpg?t=1692288469";"https://cdn.cloudflare.steamstatic.com/steam/apps/851850/ss_bfda57d08727dd5281892e13b594121b897ea407.1920x1080.jpg?t=1692288469";"https://store.steampowered.com/app/851850/_Z?snr=1_2300_4__salebrowseall";1
39;"鬼谷八荒 Tale of Immortal";"₩ 20,500";"₩ 15,370";"-25%";"귀곡팔황은 샌드박스 스타일의 오픈월드 선협 게임입니다 선협 체계와 산해경의 배경을 결합하여 범인에서부터 한 걸음씩 수행하고 성장해 강자가 되는 과정을 경험하고 산해경 속 다양한 요수들과 전투를 벌일 수 있습니다 당신은 초심을 지키고 어려움과 맞서며 신중한 선택으로 자신의 운명을 움켜쥘 수 있으십니까";"https://cdn.cloudflare.steamstatic.com/steam/apps/1468810/header.jpg?t=1689733570";"https://cdn.cloudflare.steamstatic.com/steam/apps/1468810/ss_7c70bc3bdba8adca87c229ed1a2ad15a36ec2573.1920x1080.jpg?t=1689733570";"https://store.steampowered.com/app/1468810/_Tale_of_Immortal?snr=1_2300_4__salebrowseall";1
40;"Dinkum";"₩ 20,500";"₩ 16,400";"-20%";"GDay Get ready to start a new fair Dinkum life and build your new home out in the bush Explore tropical eucalyptus forests scorching deserts and cool billabongs on an Island inspired by the wild Australian outback Take care of giant wombats play with friends and get ready for a ripper time";"https://cdn.cloudflare.steamstatic.com/steam/apps/1062520/header.jpg?t=1679645573";"https://cdn.cloudflare.steamstatic.com/steam/apps/1062520/ss_75f7bdf2f8f3b0b017be92f3c90b865e2f6a539b.1920x1080.jpg?t=1679645573";"https://store.steampowered.com/app/1062520/Dinkum?snr=1_2300_4__salebrowseall";1
41;"EZ2ON REBOOT : R - PRESTIGE PASS";"₩ 39,700";"₩ 31,760";"-20%";"";"https://cdn.cloudflare.steamstatic.com/steam/apps/1926210/header.jpg?t=1671461587";"https://cdn.cloudflare.steamstatic.com/steam/apps/1926210/ss_ca02e66142243803d15c8fe5cbf7a5fb06088041.1920x1080.jpg?t=1671461587";"https://store.steampowered.com/app/1926210/EZ2ON_REBOOT__R__PRESTIGE_PASS?snr=1_2300_4__salebrowseall";1
