TITLE,PRICE,SALEPRICE,SALEPER,DESCRIPTION,IMGDATA,GAMEIMG,URL
Life of Delta,"₩ 26,000","₩ 18,200",-30%,"광활한 포스트 아포칼립스 세계에서의 여행
Life of Delta는 포스트 아포칼립스 세계를 배경으로 한 포인트 앤 클릭 어드벤처 게임입니다대전쟁 이후 인류는 전멸하고 말았습니다 유일한 생존자는 녹슬어 가는 서비스 로봇과 방사능 낙진에서 태어난 휴머노이드 도마뱀뿐이죠우리의 이야기는 델타를 따라가며 진행됩니다 델타는 작은 서비스 로봇으로 험난한 환경에서 살아 남고자 애를 쓰고 있죠 그러던 어느 날 델타는 잃어버린 친구를 찾기 위해 광활한 포스트 아포칼립스",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/c/8/c843c111e50dcd3a5cde7873bd203f18cd5b5e508d74f997ff16b3125963dce0_1677575434.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/8/c843c111e50dcd3a5cde7873bd203f18cd5b5e508d74f997ff16b3125963dce0_1677575434.jpg,https://store.nintendo.co.kr/70010000050373
Fear or Evil : Nightmare Horror Scary Game Phobia 2023 Simulator Hunter Games,"₩ 6,990","₩ 1,000",-85%,"Fear or Evil은 1인칭 미스터리 게임으로 주인공의 무서운 이야기를 발견하게 해주는 다양한 메커니즘이 혼합되어 있습니다
Fear or Evil은 스토리가 풍부한 조사 게임입니다생각하고 탐색하고 상호 작용하되 모든 작은 세부 사항에 주의를 기울여 주인공의 이야기에 완전히 몰입하세요게임의 액션은 주인공이 자신을 위해 미지의 신비한 장소에서 깨어나 알려지지 않은 남자의 공격을 받으면 시작됩니다 캐릭터는 일어난 모든 일을 기억하지 못하고 지금 그에게 무",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/d/9/d97580e4816e184c03fe427873947227b4250b28270293a22de02c1ee861f408_1678092039.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/d/9/d97580e4816e184c03fe427873947227b4250b28270293a22de02c1ee861f408_1678092039.jpg,https://store.nintendo.co.kr/70010000057686
Super Hero Fighting Legends : Anime Mortal Battle,"₩ 6,990","₩ 1,000",-85%,"이것은 당신의 용기와 힘에 대한 궁극적인 테스트이며 당신은 불멸의 신들과 싸우는 진정한 슈퍼 히어로임을 증명해야 합니다
궁극의 슈퍼히어로 전투와 임무로 액션으로 가득 찬 모험을 준비하세요최고의 액션 슈퍼히어로 동작과 현명한 전략으로 내면의 액션 영웅을 집중시키고 모든 악과 범죄에 맞서 싸우세요 링 아레나 전투보다 더 힘든 아케이드 및 녹아웃 전투 모드로 매일 새로운 위협이 펼쳐지고 매 순간 새로운 도전이 가득합니다 모든 슈퍼 히어로 파이터 모드에서 플레",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/0/e/0ea886ab7c07d8ce6923c814e46a609f97edae87ca70cad10002ed1615eadfe4_1678090374.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/0/e/0ea886ab7c07d8ce6923c814e46a609f97edae87ca70cad10002ed1615eadfe4_1678090374.jpg,https://store.nintendo.co.kr/70010000062001
Outcasts of Dungeon: Epic Magic World Fight Rogue Game Simulator,"₩ 6,990","₩ 1,000",-85%,"3인칭 판타지 액션 게임으로 용감한 방랑자가 되어 드워프들이 날뛰는 야수 침략자들로부터 왕국 요새를 지키도록 도와줍니다
Outcasts of Dungeon은 3인칭 판타지 액션 게임입니다용감한 방랑자의 역할을 맡은 드워프들이 난폭한 침략자들로부터 왕국 요새를 지키도록 도와주세요 사로잡힌 드워프들은 도움이 필요하며 보상으로 제공할 무언가가 있습니다던전 전반에 걸친 스토리 기반 캠페인을 통해 적과 싸우고 전투 기술을 발전시켜 더 나은 결과를 얻으십시오특징 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/1/8/18d60fa78f062be05412735f3beb54babce13106c04e20cd57929e8655f2cefd_1678090353.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/1/8/18d60fa78f062be05412735f3beb54babce13106c04e20cd57929e8655f2cefd_1678090353.jpg,https://store.nintendo.co.kr/70010000057325
Gunborg: Dark Matters,"₩ 16,000","₩ 8,000",-50%,"액션으로 가득한 플랫포머 속에서 암흑 에너지의 힘을 이용하세요
Gunborg Dark Matters는 부드러운 게임 플레이와 세련된 80대 신스웨이브 사운드트랙과 함께 우주에서 펼쳐지는 아케이드 스타일의 액션 플랫포머입니다맹렬한 검과 강력한 실드로 무장한 당신은 사악한 생물로 가득한 광기의 외계인 우주선 속을 누비면서 싸우고 그 안을 지키고 있는 무시무시한 보스를 잡아야 합니다과연 당신은 치열한 전투 속에서 끊임없이 몰려오는 위협을 이겨내고 살아남을 수",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/3/9/391259a44c70c1390431761727774620731753041df45e2085bb2240dc39698c.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/9/391259a44c70c1390431761727774620731753041df45e2085bb2240dc39698c.jpg,https://store.nintendo.co.kr/70010000053719
Rider Among Dead - Mad Zombie Killer Machine Survival,"₩ 6,800","₩ 1,000",-85%,Rider Between Dead  Mad Zombie Killer Machine Survival은 오프로드 레이싱과 서바이벌 게임의 메카닉을 결합한 최고의 액션 게임입니다 세상은 좀비 발발에 의해 소비되어 황무지에서 살아남을 수 있습니다당신은 당신의 직업에서 최고입니다 폐허가 된 도시를 좀비로부터 보호합니다 사람들은 당신을 신뢰하고 이것은 당신을 그들의 구세주로 만듭니다 도시를 다시 되살리기 위해 유지하고 개발하기 위해 때때로 여러분은 한때 가졌던 삶,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/4/0/40abee38726302d3c60bb92782f9386360a224f4010b32b4188c01c503c369c8_1677528274.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/4/0/40abee38726302d3c60bb92782f9386360a224f4010b32b4188c01c503c369c8_1677528274.jpg,https://store.nintendo.co.kr/70010000064622
노트 + 스티커,"₩ 16,350","₩ 1,990",-87%,"메모  스티커를 사용하여 하루의 모든 놀라운 순간을 기록하십시오 환상적인 추억을 위한 새로운 콘센트를 발견하십시오
받아 적어당신의 삶을 정리하십시오 우유를 사거나 치과 예약을 거르거나 인생에서 가장 맛있는 머핀 레시피를 놓치는 것을 결코 잊지 못할 것입니다 메모를 사용자 정의하고 나만의 스타일을 만드십시오최선을 다하라사랑스러운 스티커 컬렉션을 즐기고 설정을 가지고 놀아보세요 노력없이 추억을 밝게하십시오주요 특징들 당신이 본 가장 귀여운 스티커 추가 단계",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/e/9/e922a3885bcc8fdbb8cdca753b2a88cab672c37c60285558744c3250cf0bdd36_1677528167.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/e/9/e922a3885bcc8fdbb8cdca753b2a88cab672c37c60285558744c3250cf0bdd36_1677528167.jpg,https://store.nintendo.co.kr/70010000060969
VALIS: The Fantasm Soldier Collection II,"₩ 55,800","₩ 50,220",-10%,"유코와의 모험은 아직 끝나지 않았습니다전설적인 비쇼조 액션 게임 시리즈가 두 번째 컬렉션으로 돌아왔습니다
발리스의 속편입니다 판타지 솔저 컬렉션이 출시되었으며 발리스 시리즈 게임 3종이 추가로 포함되어 있습니다 이번 두 번째 컬렉션에는 많은 기대를 모았던 발리스 IVPC 엔진터보그래프x 16 시드 오브 발리스메가 드라이브제네시스 발리스가 포함되어 있습니다 판타스 솔저메가 드라이브제네시스와 함께 발리스 시리즈의 모든 시작을 알린 게임인 발리스가 특별 추가",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/c/8/c8fc24111d99fe409e8f6db5b729b1630255404765ad5e511ae5ab75918e6537_1677528120.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/8/c8fc24111d99fe409e8f6db5b729b1630255404765ad5e511ae5ab75918e6537_1677528120.jpg,https://store.nintendo.co.kr/70010000056554
Intruders: Hide and Seek,"₩ 26,000","₩ 2,600",-90%,"Intruders Hide and Seek은 1인칭 스텔스 게임으로 한 연약한 소년의 시점에서 보는 강한 심리적 공포 요소가 혼합된 게임입니다
이 긴장감 넘치는 환경에서 플레이어는 릭터 가문의 장남인 벤이 됩니다 시골 저택으로 휴가를 온 벤은 3명의 위험 인물이 집에 침입해 부모님을 인질로 삼는 모습을 목격하게 됩니다이 침입자들 때문에 결박된 부모님 숨어 있는 여동생과 함께 저택에 갇혀 있게 된 셈이죠 이 3명의 범인은 누구이며 그들이 무엇을 원하는지 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/b/d/bdee7423270190aa6ec51a29cf84989f341c418c0695e25af922edb4c849753d_1677528098.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/d/bdee7423270190aa6ec51a29cf84989f341c418c0695e25af922edb4c849753d_1677528098.jpg,https://store.nintendo.co.kr/70010000015132
켄 폴릿의 '대지의 기둥'(Ken Follett's The Pillars of the Earth),"₩ 26,000","₩ 2,600",-90%,"12세기 영국 빈곤과 전쟁의 시기 한 작은 마을에서 재물을 모으고 주민의 안전을 도모하기 위해 성당을 건설하기 시작합니다
켄 폴릿의 세계적인 베스트셀러를 기반으로 제작된 대지의 기둥 게임에서는 킹스브리지 마을의 이야기가 플레이어와의 상호작용을 통해 색다른 방식으로 펼쳐집니다 잭과 알리나 필립이 되어 탐험하고 결정하고 대화하며 작품의 내용을 새롭게 써내려가세요 생존을 위한 투쟁에서 여러 사람의 삶과 운명이 서로 뒤엉킵니다 수도사 필립은 킹스브리지에 있는 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/a/b/abb99fe04544848f8404f3cfd665885554141c6a1ec3edfadc37c59559b22e0d.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/b/abb99fe04544848f8404f3cfd665885554141c6a1ec3edfadc37c59559b22e0d.jpg,https://store.nintendo.co.kr/70010000062608
Rytmos,"₩ 15,000","₩ 7,500",-50%,"은하계 음악 퍼즐 게임
Rytmos는 미로 퍼즐을 풀어 음악을 만드는 편안한 퍼즐 게임입니다 행성에서 행성으로 여행하고 새로운 음악을 발견해보세요 큐빅 행성 각 면에 있는 퍼즐을 풀고 천천히 완전한 음악으로 발전하는 작은 음악 루프를 만들어보세요 20가지가 넘는 음악 장난감을 해제하고 행성 음악을 배경 음악 삼아 즉흥 연주를 즐겨보세요게임을 플레이하면서 희귀한 음악 역사를 살짝 배워보세요",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/a/a/aa5a6ce48bc28af1a0d59dbcf860d51522c78e617f63aec7933e5687bc1b5461.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/a/aa5a6ce48bc28af1a0d59dbcf860d51522c78e617f63aec7933e5687bc1b5461.jpg,https://store.nintendo.co.kr/70010000061682
Rumble Sus,"₩ 4,900","₩ 4,400",-10%,"시민VS배신자
진동 기능을 기반으로 디자인된 게임 콘텐츠의 원활한 체험을 위해 닌텐도 스위치 Lite 유저들은 로컬 다인 모드 체험 시 조이콘을 추가로 연결해야 합니다Rumble Sus는 빠른 템포의 소셜 추리 파티 게임입니다 플레이어는 게임 시작 전 조이콘의 진동 여부를 통해 자신의 신분을 알게 되며 플레이어들은 서로의 신분을 알 수 없습니다 게임 시작 후 배신자 플레이어들은 팀원을 찾고 신분을 들키지 않는 상황에서 시민들을 처치해야 합니다 시민은 아",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/4/d/4d6974bb8397ef63fd5f350b75ffe2faa5aae2920066ad489b0b179d1a46d3e5.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/4/d/4d6974bb8397ef63fd5f350b75ffe2faa5aae2920066ad489b0b179d1a46d3e5.jpg,https://store.nintendo.co.kr/70010000059923
플래닛 큐브: 엣지,"₩ 15,000","₩ 10,500",-30%,"큐브 행성이 침공받고 있습니다 정밀한 플랫포밍과 스릴이 가득하고 수제작된 픽셀 아트 세계에서 달리고 쏘고 점프하며 신속한 모험을 떠나보세요
큐브 행성이 미지의 침입자에게 침공받고 있지만 그 주민들은 전투 준비가 되지 않았습니다 대다수의 큐브는 가장 가까운 비상구로 대피했지만 머리가 네모진 연구원 큐브 엣지는 세상을 구해야 하는 처지가 되었습니다 물론 동료들과 걸출한 재능의 쿼드라투스 박사 그리고 약간의 실험용 무기들의 도움을 받아서 말이죠하지만 왜 행성",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/1/f/1f5117fab2931bc65d4d4b7ea170ae99770a95354a079a48ddc2d73be9c65898.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/1/f/1f5117fab2931bc65d4d4b7ea170ae99770a95354a079a48ddc2d73be9c65898.jpg,https://store.nintendo.co.kr/70010000060492
Piczle Lines 2:퍼즐버스 속으로,"₩ 14,000","₩ 7,000",-50%,"인류가 지금까지 접한 가장 중독성 높은 논리 퍼즐인 Piczle Lines이 완전히 새로운 스토리 수많은 엑스트라와 풍성한 퍼즐버스 탐험 여행으로 돌아왔습니다
스코어짱과 매트릭스 교수를 도와 분명히 피할 수 있었던 스스로 자초한 위기에 빠진 바보 고양이 디버그를 구하세요 퍼즐버스 전역으로 확장된 여러분이 좋아하는 문학 속에 빠져 그림 퍼즐을 풀고 각 장에 숨겨진 사물을 다시 완성한 뒤 디버그를 찾아 안전한 곳으로 데려오세요여러분이 할 일은 숫자가 적힌 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/d/b/dba4f5aba353a0c5519a68fce1428fafc0c209759d898733055a5800f00f89f7.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/d/b/dba4f5aba353a0c5519a68fce1428fafc0c209759d898733055a5800f00f89f7.jpg,https://store.nintendo.co.kr/70010000057974
"Sniper Strike 3D -  Secret elite mission warfare ""GHOST SQUAD""","₩ 6,170","₩ 1,000",-83%,빠르게 진행되는 1인칭 슈팅 게임에 빠져들 준비가 되셨나요 Sniper Strike 3D 은 수많은 악당들과 싸워 무고한 사람들을 구하고 정의를 실현해야 하는 놀라운 스토리 게임입니다 다양한 종류의 무기는 많은 흥미로운 임무를 완수하면서 즐겁게 기술을 연마하는 데 도움이 될 것입니다 상대방도 당신에게 이길 기회를 주지 않는 저격수를 가질 것이기 때문에 조심하세요 따라서 우리 게임은 최고 중 하나입니다기능 아름다운 3D 그래픽 재미있는 스토리 캠페인 다양,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/3/1/31f7270d31ac0f60908118392da33bd588641693e6f51fe6b0b994d591fabad0.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/1/31f7270d31ac0f60908118392da33bd588641693e6f51fe6b0b994d591fabad0.jpg,https://store.nintendo.co.kr/70010000061202
Z World Zombie Death War : Survival Platformer Game Left Killer Box 2023,"₩ 5,990","₩ 1,000",-83%,"Z World Zombie Death War  일생일대의 좀비 아포칼립스 경험에 오신 것을 환영합니다
Z World Zombie Death War는 좀비 서바이벌의 궁극의 2D 게임입니다미지의 도시에서 엄청난 좀비가 발생하는 한가운데서 당신의 유일한 생각은 생존입니다이 게임에서 플레이어는 좀비 침공에 맞서 싸우고 도시를 탈출하기 위해 지하철에 도달해야 합니다이 게임은 4개의 레벨로 나뉘며 처음 3개의 레벨은 좀비 무리와의 격렬한 전투를 특징으로 합니다플",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/e/3/e3d151c5aaf1d7fc78d1ac193d29bf5ff6755917c4d979b4124a43c8b345479b.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/e/3/e3d151c5aaf1d7fc78d1ac193d29bf5ff6755917c4d979b4124a43c8b345479b.jpg,https://store.nintendo.co.kr/70010000059294
Heirs of the Kings,"₩ 18,900","₩ 13,230",-30%,"지배자의 피를 가진 이들의 운명적인 이야기
기억을 잃은 소녀 로라가 정체를 알 수 없는 병사들에게 쫓기자 로라를 지키려는 그랜트는 어둠의 세력으로 인해 세상이 위험에 처해 있다는 사실을 알게 되고 여정을 떠납니다로라는 어떻게 강력한 마법을 사용할 수 있는 걸까요 지배자의 피를 가진 이들의 만남과 운명에 관한 이야기를 만나 보세요독특한 소울 맵으로 원하는 캐릭터의 능력을 강화하고 무기를 커스터마이징해 턴제 전투를 진행하세요 전 세계에서 플레이할 수 있는 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/c/6/c604ebeacfc26b99927c679443e250d6d526ba0982bf441cb5ed7f86242f1030.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/6/c604ebeacfc26b99927c679443e250d6d526ba0982bf441cb5ed7f86242f1030.jpg,https://store.nintendo.co.kr/70010000062057
닥터 스마트 스페이스 어드벤처,"₩ 18,460","₩ 1,990",-89%,"태양계를 통해 서사시적인 모험을 시작하십시오 닥터 스마트와 그의 신뢰할 수 있는 우주 백과사전과 함께하는 일생의 여정
우주 모험별 달 행성에 대해 알아보세요 모든 주요 행성 또는 계란 모양의 난쟁이 행성 Haumea와 같이 덜 알려진 위치를 방문하십시오멋진 천문학자가 되세요유명한 별자리 거대한 가스 거인 우리만의 별 또는 우리의 고향 행성을 재발견하는 것을 즐기세요 당신의 이야기가 지금 시작됩니다",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/2/c/2c022aafcbd5851d9045630e15d96a265ec9b73a2a3a9d8507dce21ec0a062e9.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/c/2c022aafcbd5851d9045630e15d96a265ec9b73a2a3a9d8507dce21ec0a062e9.jpg,https://store.nintendo.co.kr/70010000060660
Air Jet Fighter Combat - Europe Fly Plane Attack,"₩ 6,170","₩ 1,000",-83%,우리 팀은 가장 치명적인 무기를 개발하려고 노력했습니다 그리고 우리는 숙련된 조종사가 조종하는 가장 빠른 전투기보다 더 치명적인 것은 없다는 것을 깨달았습니다 진정한 조종사가 되어 당신의 능력을 보여주세요 당신이 새로운 고속 전투기에 있다면 많은 상대가 당신을 두려워하지 않습니다 테마가 있는 많은 임무사격 또는 격추는 여러분을 긴장하게 만들 것입니다 사실적인 그래픽 우수한 비행기 실제 비행기처럼 조종하는 것은 게임을 생존을 위한 실제 전투로 바꿉니다 파,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/3/5/35538a8544b6af60f4efc1d536188f6bc6fe871bb97d29664ca2ed8781bf52cf.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/5/35538a8544b6af60f4efc1d536188f6bc6fe871bb97d29664ca2ed8781bf52cf.jpg,https://store.nintendo.co.kr/70010000061386
Deep Space:Action Fire Sci-Fi Game 2023 Shooter Strike Simulator Alien Death Ultimate,"₩ 5,990","₩ 1,000",-83%,"Deep Space는 무서운 생존 게임입니다 액션은 우주선에서 이루어지며 당신은 살아남기 위해 여러 장애물을 통과해야 하는 주인공입니다
Deep Space는 놀라울 정도로 사실적인 그래픽 소리와 게임 플레이가 만들어내는 으스스한 분위기를 갖춘 고도의 상호작용 게임입니다 플레이어는 우주선의 레벨 기반 섹션을 탐색하여 임무를 완수하고 괴물과 싸웁니다게임은 주인공이 석관에서 깨어나 무슨 일이 일어났는지 이해하려고 할 때 시작됩니다생존을 위한 싸움은 첫 번째 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/0/9/09c0c686db3f453059fcb7d915dd10f052a5165e84d1a5ea92cddc00df6a85fd.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/0/9/09c0c686db3f453059fcb7d915dd10f052a5165e84d1a5ea92cddc00df6a85fd.jpg,https://store.nintendo.co.kr/70010000057691
Rob Riches,"₩ 9,900","₩ 7,420",-25%,Rob Riches는 고대 사원을 탐험하고 신비를 풀고 보물을 수집하는 젠 퍼즐 모험입니다 메소아메리카 정글 깊숙이 파고들어 북유럽 사원의 차가운 심장에 용감하게 맞서고 작열하는 모래 아래의 무덤을 탐험하세요모든 코인을 모으세요당신의 탐구 물론 모든 동전을 모으기 위해 Sokoban 스타일 퍼즐에서 턴제 함정과 역학을 해결하여 각각의 반짝이는 동전을 얻고 앞으로 나아갈 길을 여세요 매우 비밀스러운 빨간 동전을 찾을 수 있습니까재치를 시험해 보세요사원의 ,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/d/4/d4a875a2a3d0db93201bc3646f162f6337c582781cbcb0b5d8b591d9d2777f71.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/d/4/d4a875a2a3d0db93201bc3646f162f6337c582781cbcb0b5d8b591d9d2777f71.jpg,https://store.nintendo.co.kr/70010000062018
The Pathless,"₩ 49,500","₩ 24,500",-50%,"ABZÛ의 개발자가 만든 The Pathless는 광활한 숲에서 펼쳐지는 여궁수와 독수리의 신화적인 모험입니다
ABZÛ의 개발자가 만든 The Pathless는 광활한 숲에서 펼쳐지는 여궁수와 독수리의 신화적인 모험입니다궁술과 매사냥활의 달인인 여사냥꾼이 되어 세계를 지배하는 어둠의 저주를 풀기 위해 신비한 섬으로 여행하세요 독수리 동반자와 돈독한 관계를 맺고 공중으로 치솟아 오르세요 매끄러운 곡예를 수행하고 고속으로 움직이는 동안 손쉽게 쏠 수 있는 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/7/7/77e75e7ee80fdd17f37b6927aec9272b534cb6ea82ab35633aab392e100934b4.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/7/7/77e75e7ee80fdd17f37b6927aec9272b534cb6ea82ab35633aab392e100934b4.jpg,https://store.nintendo.co.kr/70010000041556
Shark Attack: Fish Predator Ocean Sea Adventure Survival,"₩ 6,140","₩ 1,000",-83%,수중 세계의 왕은 누구입니까 세상만큼 오래된 동물은 많은 사람들은 그것이 어떻게 생겼는지조차 모릅니다 물론 그것은 상어입니다 Shark Attack Fish Predator 게임을 사용하면 상어가 된 기분을 느낄 수 있습니다 자연 서식지에서 상어의 삶을 탐험해보세요 행동의 자유 갉아먹고 부수고 겁주고 아무도 당신을 이길 수 없습니다 수많은 상어를 선택하면 좋아하는 종을 선택할 수 있습니다 흥미로운 위치가 많은 다양한 지형은 당신을 무관심하게 만들지 않을,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/d/0/d0a8a110732be76a89db0e33ce4ab52f172d5754b69064d2eca43b17889751a7.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/d/0/d0a8a110732be76a89db0e33ce4ab52f172d5754b69064d2eca43b17889751a7.jpg,https://store.nintendo.co.kr/70010000060585
Exitman Deluxe,"₩ 5,990","₩ 2,990",-50%,"도망쳐하늘이 무너진다
천장이 위에서 무너져 내리면 재빠르게 틈으로 뛰어드세요 천장은 무너지고 올라가는 것을 계속 반복하고 그때에 무작위로 생기는 틈으로 타이밍에 맞게 뛰어드세요 과연 얼마나 버틸 수 있을까요노란색 출구 영역으로 들어가면 코인을 획득할 수 있고 그 코인으로 새로운 의상을 구매할 수 있습니다4개의 강력한 게임 모드무한 달리기 나 홀로 생존 1100 CPU 대전 150개의 속사 스테이지의 도전 모드에서 자신을 테스트하세요온라인 랭킹에서 세계의",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/f/b/fb4986b59d5a67c8c85b0ec15708c377db36c193b8ca85220baff06cf57a2c2e.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/f/b/fb4986b59d5a67c8c85b0ec15708c377db36c193b8ca85220baff06cf57a2c2e.jpg,https://store.nintendo.co.kr/70010000046162
Magic Klondike,"₩ 5,990","₩ 1,190",-80%,"미친 날들 긴장을 풀 시간입니다 고전적인 카드 게임을 해결하는 데 많은 시간을 할애하십시오 이것은 아름다운 그래픽 스타일을 가진 진정으로 시대를 초월한 고전입니다
Magic Klondike는 퍼즐을 푸는 데 시간을 보내는 것을 좋아하는 사람들을 위한 고전적인 카드 게임입니다배경과 카드 표지의 다양한 조합을 선택할 수 있습니다게임을 즐기세요",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/a/3/a3957e1e05ff87dc96851142450cf37bee344e1cef6cd08a43dbfe3a1ddb4d18.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/3/a3957e1e05ff87dc96851142450cf37bee344e1cef6cd08a43dbfe3a1ddb4d18.jpg,https://store.nintendo.co.kr/70010000063043
Chain Car Stunt Simulator - 3D Extreme Highway Car Driving Games,"₩ 2,990","₩ 1,000",-66%,"이 마을의 모든 새로운 자동차 경주 매니아 모험과 최신 게임의 매력이다 이 핵심 운전 기술의 진정한 도전과 테스트이기 때문에 그래서체인을 깰 준비
당신은 당신이 까다로운 트랙을 운전해야 체인 자동차 게임을 좋아합니까게임의 주요 아이디어는 운전하고 깨지기 체인 체인 차에 차를 경주하는 것입니다 여기에 진정한 도전은 결승선에 체인을 파괴하지 않고 체인 차를 따라해야 한다는 것입니다 그것은 여러 자동차 묘기와 액션 포장 및 스릴 넘치는 게임이다 두 차를 함께",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/c/9/c9204512aa28b44a8481790d7abc5ccdbd45f00774ccad4f3f4e170ab4f640e5.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/9/c9204512aa28b44a8481790d7abc5ccdbd45f00774ccad4f3f4e170ab4f640e5.jpg,https://store.nintendo.co.kr/70010000062935
Ginnung,"₩ 6,400","₩ 3,840",-40%,Ginnung은 간단하고 다재다능한 움직임을 가진 타이트한 플랫포머 게임입니다 50개 이상의 레벨에서 완벽하게 탈출하고 앞을 가로막는 몬스터를 처치하세요 북유럽 영혼과 신들의 신비로운 세계를 배경으로 합니다Ginnung은 속도와 엄격한 컨트롤을 갖춘 움직임 중심의 플랫폼 게임입니다 당신을 기다리고 있는 몬스터들과 싸우면서 달리고 벽을 뛰어넘고 빠른 속도로 돌진하세요 이 세상은 당신이 속한 곳이 아닙니다 레벨과 동작을 마스터하여 기눙에서 스타일리시하게 탈,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/9/e/9e465a2b6793fde26772541d36915df848a0d0f95d958f1133f7ad016d92c756.jpeg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/9/e/9e465a2b6793fde26772541d36915df848a0d0f95d958f1133f7ad016d92c756.jpeg,https://store.nintendo.co.kr/70010000060357
